Height,Shag,Little_Gull,Atlantic_Puffin,Black_Throated_Diver,Common_Tern,Northern_Fulmar,Lesser_Black_Backed_Gull,Herring_Gull,Arctic_Tern,Little_Auk,Black_Headed_Gull,Great_Black_backed_Gull,Sandwich_Tern,Arctic_Skua,Great_Skua,Common_Gull,Manx_Shearwater,Northern_Gannet,Black_legged_Kittiwake,Common_Guillemot,Razorbill
84,2.45E-07,8.13E-08,4.40E-10,4.59E-06,3.23E-05,1.99E-08,0.00030149,0.00045762,6.24E-13,1.27E-05,0.000355568,0.000344828,8.96E-14,2.27E-06,7.64E-05,0.000251212,5.56E-38,6.26E-11,3.03E-06,5.28E-12,6.74E-05
85,2.24E-07,4.98E-08,2.10E-10,4.84E-06,3.13E-05,9.41E-09,0.000307385,0.000457729,3.34E-13,1.06E-05,0.000381424,0.000316048,5.34E-14,2.43E-06,7.63E-05,0.000269963,1.82E-37,1.61E-10,2.57E-06,1.06E-11,8.31E-05
86,2.81E-07,3.27E-08,9.77E-11,3.06E-06,3.14E-05,4.46E-09,0.00031092,0.000463298,1.68E-13,8.74E-06,0.000410402,0.000299865,3.27E-14,2.66E-06,8.24E-05,0.00028524,6.10E-37,4.23E-10,2.23E-06,2.17E-11,9.66E-05
87,3.94E-07,1.73E-08,5.15E-11,2.01E-06,3.01E-05,2.09E-09,0.000315161,0.00046655,8.01E-14,4.04E-06,0.000420947,0.000284315,2.06E-14,3.36E-06,8.83E-05,0.000311606,2.13E-36,1.12E-09,2.22E-06,4.48E-11,9.92E-05
88,5.63E-07,8.54E-09,2.72E-11,1.28E-06,2.99E-05,9.05E-10,0.000318846,0.000471679,3.82E-14,2.51E-06,0.000433331,0.00026382,1.33E-14,3.72E-06,9.29E-05,0.00034817,7.72E-36,2.98E-09,2.22E-06,9.29E-11,0.00011634
89,8.18E-07,4.68E-09,1.32E-11,7.61E-07,3.00E-05,4.28E-10,0.000325416,0.000489479,1.89E-14,9.31E-07,0.000462405,0.000250762,8.65E-15,4.05E-06,0.000107278,0.000384411,2.94E-35,7.28E-09,2.23E-06,1.94E-10,0.000104244
90,1.21E-06,2.62E-09,6.30E-12,7.96E-07,2.88E-05,1.73E-10,0.000333446,0.00049029,1.00E-14,3.26E-07,0.00047197,0.000230086,5.63E-15,4.66E-06,0.000121539,0.000408357,1.19E-34,4.47E-09,2.24E-06,4.05E-10,0.000105847
91,1.34E-06,1.46E-09,2.97E-12,4.46E-07,2.80E-05,6.86E-11,0.000338972,0.000498884,5.37E-15,2.31E-07,0.000497831,0.000221388,3.67E-15,5.28E-06,0.000125003,0.000439441,4.98E-34,1.04E-08,2.26E-06,8.45E-10,0.000123449
92,1.23E-06,8.21E-10,1.41E-12,2.47E-07,2.78E-05,2.78E-11,0.000356237,0.000502288,2.68E-15,9.09E-08,0.000541781,0.0002098,2.42E-15,6.36E-06,0.00014452,0.00048815,2.14E-33,2.81E-08,2.29E-06,1.76E-09,0.000147376
93,1.13E-06,3.76E-10,7.06E-13,7.88E-08,2.84E-05,1.03E-11,0.000366455,0.000508598,1.29E-15,6.19E-08,0.000594671,0.000201151,1.61E-15,7.65E-06,0.000156658,0.000522211,1.02E-32,7.48E-08,2.33E-06,3.64E-09,0.000161645
94,1.03E-06,2.38E-10,3.46E-13,4.53E-08,2.91E-05,3.32E-12,0.000381552,0.000516065,5.35E-16,2.58E-07,0.000609273,0.000189202,1.08E-15,9.46E-06,0.000154871,0.000568623,4.49E-32,1.95E-07,2.37E-06,7.47E-09,0.000165547
95,9.41E-07,1.57E-10,1.60E-13,1.45E-08,2.96E-05,1.14E-12,0.000393558,0.000523006,2.81E-16,2.05E-07,0.000605972,0.000173799,7.32E-16,1.05E-05,0.000159311,0.000618918,1.89E-31,4.95E-07,2.42E-06,1.52E-08,0.000169158
96,8.54E-07,6.80E-11,6.11E-14,1.54E-08,2.93E-05,4.28E-13,0.000409077,0.000528753,1.64E-16,1.12E-07,0.00063596,0.00016493,3.54E-16,1.19E-05,0.000187679,0.000657577,7.95E-31,1.22E-06,2.48E-06,3.04E-08,0.0001624
97,7.73E-07,2.65E-11,2.44E-14,6.83E-09,2.95E-05,1.45E-13,0.000420052,0.000538516,7.10E-17,6.39E-08,0.000653818,0.000159096,2.28E-16,1.31E-05,0.000197595,0.000679889,3.34E-30,2.89E-06,2.54E-06,6.00E-08,0.000167232
98,6.96E-07,1.27E-11,9.74E-15,4.52E-09,2.71E-05,4.56E-14,0.000431085,0.000551209,3.82E-17,3.33E-08,0.00066845,0.000152016,1.60E-16,1.45E-05,0.000206929,0.000713606,1.39E-29,6.60E-06,2.61E-06,1.16E-07,0.000166012
99,6.25E-07,7.11E-12,4.02E-15,4.41E-09,2.68E-05,1.41E-14,0.000442569,0.000554153,1.66E-17,1.12E-08,0.000707305,0.000144749,1.13E-16,1.56E-05,0.000220303,0.000733222,5.81E-29,1.44E-05,2.68E-06,2.20E-07,0.000144316
100,5.58E-07,3.97E-12,1.59E-15,2.97E-09,2.64E-05,4.56E-15,0.000455946,0.000559815,1.07E-17,1.52E-08,0.000721269,0.000137471,7.74E-17,1.64E-05,0.000206277,0.000755845,2.49E-28,2.98E-05,2.76E-06,4.09E-07,0.000113658
101,4.96E-07,2.21E-12,5.95E-16,2.69E-09,2.61E-05,1.46E-15,0.000472263,0.000569523,5.74E-18,1.09E-08,0.000770696,0.000132222,5.33E-17,1.79E-05,0.00020753,0.000785805,1.05E-27,6.37E-05,2.85E-06,7.38E-07,9.81E-05
102,4.39E-07,1.30E-12,2.24E-16,9.21E-10,2.56E-05,4.37E-16,0.000490088,0.000572962,3.56E-18,9.18E-09,0.000799608,0.000127073,3.70E-17,1.80E-05,0.000209747,0.000787292,4.31E-27,0.000136936,2.94E-06,1.30E-06,8.74E-05
103,3.86E-07,7.24E-13,7.42E-17,5.62E-10,2.38E-05,1.28E-16,0.00050723,0.000574646,1.46E-18,6.86E-09,0.000835385,0.000121113,2.59E-17,1.89E-05,0.000202721,0.000787797,1.70E-26,0.00027097,3.03E-06,1.05E-06,7.60E-05
104,3.38E-07,3.98E-13,2.83E-17,2.71E-10,2.21E-05,3.68E-17,0.000529896,0.000575667,7.84E-19,5.33E-09,0.000836869,0.000117825,1.82E-17,1.90E-05,0.000192266,0.000788543,6.90E-26,0.00049371,3.13E-06,5.28E-07,6.05E-05
105,2.94E-07,2.03E-13,1.12E-17,6.34E-11,2.16E-05,1.04E-17,0.00055147,0.000576713,5.43E-19,4.28E-09,0.000857032,0.000113727,1.29E-17,1.88E-05,0.000172444,0.000783064,2.62E-25,0.000828925,3.24E-06,2.57E-07,4.75E-05
106,2.54E-07,9.46E-14,4.40E-18,1.78E-11,2.17E-05,2.86E-18,0.000571422,0.000576808,3.72E-19,3.57E-09,0.000895945,0.000110674,9.21E-18,2.03E-05,0.000152063,0.000779591,9.14E-25,0.001283514,3.35E-06,1.20E-07,3.51E-05
107,2.18E-07,4.15E-14,1.70E-18,3.44E-12,2.04E-05,7.74E-19,0.000599198,0.000576287,1.67E-19,3.07E-09,0.000915647,0.000106884,2.71E-18,2.02E-05,0.000136326,0.000777628,3.11E-24,0.001619348,3.47E-06,5.43E-08,2.99E-05
108,1.86E-07,1.41E-14,6.46E-19,9.69E-13,1.97E-05,2.05E-19,0.000615908,0.00057425,7.00E-20,2.31E-09,0.000916464,0.000103844,2.06E-18,2.03E-05,0.000117316,0.000775657,1.17E-23,0.001867796,3.59E-06,2.37E-08,1.98E-05
109,1.57E-07,2.85E-15,2.25E-19,2.96E-13,1.83E-05,5.61E-20,0.000639744,0.000573839,3.57E-20,2.12E-09,0.000908463,0.000102228,2.99E-18,1.66E-05,0.000101022,0.000773679,4.21E-23,0.002023682,3.72E-06,9.98E-09,1.50E-05
110,1.32E-07,1.41E-15,8.36E-20,7.45E-13,1.62E-05,1.64E-20,0.000660711,0.000570785,1.95E-20,1.99E-09,0.000872512,0.000101755,4.09E-18,1.57E-05,9.03E-05,0.000771699,1.42E-22,0.002061104,3.85E-06,4.06E-09,8.98E-06
111,1.10E-07,4.99E-16,3.06E-20,1.94E-13,1.39E-05,4.41E-21,0.000674993,0.000561081,1.07E-20,1.92E-09,0.000865717,0.000100958,5.62E-18,1.57E-05,7.60E-05,0.000762652,4.91E-22,0.001861291,3.94E-06,1.60E-09,6.67E-06
112,9.15E-08,2.18E-16,1.11E-20,3.81E-14,1.30E-05,1.13E-21,0.000695366,0.000559665,6.40E-21,1.90E-09,0.000835781,9.80E-05,7.21E-18,1.37E-05,6.37E-05,0.000750196,1.54E-21,0.001729071,3.78E-06,6.11E-10,3.75E-06
113,7.51E-08,7.88E-17,3.97E-21,7.69E-14,9.97E-06,2.79E-22,0.00071265,0.000557913,5.46E-21,1.92E-09,0.000817265,9.55E-05,5.39E-18,1.24E-05,5.30E-05,0.000708787,4.97E-21,0.001513753,3.63E-06,2.26E-10,1.72E-06
114,6.12E-08,3.58E-17,1.41E-21,8.97E-15,8.43E-06,6.83E-23,0.000723915,0.000554753,2.92E-21,1.98E-09,0.00079067,9.36E-05,4.14E-18,1.17E-05,4.38E-05,0.000666507,1.61E-20,0.001212844,3.48E-06,8.11E-11,8.15E-07
115,4.94E-08,1.34E-17,4.46E-22,1.42E-15,7.52E-06,1.62E-23,0.000740814,0.000546263,1.49E-21,2.09E-09,0.000768198,9.15E-05,4.31E-18,9.62E-06,3.58E-05,0.000611683,4.73E-20,0.000916868,3.35E-06,2.83E-11,3.95E-07
116,3.96E-08,3.65E-18,1.55E-22,2.40E-16,6.93E-06,3.81E-24,0.000756755,0.000535878,7.43E-22,1.63E-09,0.000729487,8.98E-05,3.50E-18,7.74E-06,2.89E-05,0.000557588,1.40E-19,0.000654457,3.22E-06,9.59E-12,2.33E-07
117,3.14E-08,1.45E-18,4.84E-23,1.02E-16,6.23E-06,8.82E-25,0.000778363,0.000528085,3.56E-22,1.33E-09,0.000690125,8.69E-05,3.67E-18,6.35E-06,2.36E-05,0.000485698,4.42E-19,0.000441418,3.10E-06,3.16E-12,1.14E-07
118,2.47E-08,4.47E-19,1.38E-23,4.29E-17,5.51E-06,1.96E-25,0.000788736,0.000528558,1.72E-22,1.03E-09,0.000652996,8.60E-05,5.82E-18,4.65E-06,1.97E-05,0.000425804,1.35E-18,0.000281536,2.99E-06,1.02E-12,6.78E-08
119,2.05E-08,1.49E-19,4.47E-24,1.42E-17,4.82E-06,4.42E-26,0.000795959,0.000522782,8.29E-23,2.85E-10,0.000616328,8.64E-05,7.77E-18,4.11E-06,1.56E-05,0.000357702,3.93E-18,0.000169924,2.88E-06,3.18E-13,2.91E-08
120,1.73E-08,5.74E-20,1.50E-24,5.58E-18,4.19E-06,9.85E-27,0.000807403,0.000515271,4.60E-23,1.07E-10,0.000588415,8.59E-05,1.19E-17,3.57E-06,1.24E-05,0.000309536,1.10E-17,9.71E-05,2.78E-06,9.70E-14,1.26E-08
121,1.33E-08,1.81E-20,4.98E-25,2.20E-18,3.57E-06,1.97E-27,0.000812861,0.0005058,2.82E-23,2.98E-11,0.000556909,8.45E-05,1.52E-17,2.94E-06,9.89E-06,0.000258252,2.95E-17,5.26E-05,2.68E-06,2.89E-14,5.01E-09
122,1.10E-08,8.54E-21,1.65E-25,8.70E-19,3.07E-06,3.95E-28,0.000810536,0.000497373,1.52E-23,6.53E-12,0.000519261,8.34E-05,2.84E-17,2.28E-06,8.55E-06,0.000208161,7.49E-17,3.01E-05,2.59E-06,8.42E-15,1.88E-09
123,9.67E-09,2.97E-21,5.40E-26,5.43E-19,2.55E-06,9.32E-29,0.000813246,0.000488605,1.02E-23,1.35E-12,0.000485153,8.29E-05,3.61E-17,1.76E-06,6.76E-06,0.000167855,1.97E-16,1.75E-05,2.50E-06,2.40E-15,6.80E-10
124,8.29E-09,5.32E-22,1.59E-26,2.25E-19,1.98E-06,2.00E-29,0.000801486,0.000474266,7.49E-24,2.67E-13,0.000444674,8.30E-05,4.78E-17,1.25E-06,5.12E-06,0.000152177,4.60E-16,8.15E-06,2.42E-06,6.70E-16,2.17E-10
125,6.79E-09,1.14E-22,4.46E-27,9.30E-20,1.75E-06,4.63E-30,0.000798439,0.000472623,4.48E-24,4.99E-14,0.000409542,7.82E-05,1.00E-16,9.79E-07,4.07E-06,0.000120648,1.02E-15,3.16E-06,2.34E-06,1.83E-16,8.14E-11
126,5.53E-09,4.97E-23,1.21E-27,3.61E-20,1.30E-06,9.74E-31,0.000777801,0.000464214,2.18E-24,8.91E-15,0.000379849,7.58E-05,1.02E-16,8.79E-07,3.22E-06,9.67E-05,2.23E-15,1.15E-06,2.26E-06,4.91E-17,3.09E-11
127,4.34E-09,1.59E-23,2.34E-28,1.11E-20,9.52E-07,1.95E-31,0.000763385,0.000455418,1.13E-24,1.52E-15,0.000349194,7.44E-05,1.22E-16,7.32E-07,2.36E-06,8.27E-05,4.89E-15,4.49E-07,2.19E-06,1.29E-17,1.00E-11
128,3.07E-09,4.44E-24,4.52E-29,3.65E-21,7.12E-07,3.92E-32,0.000735774,0.000449839,5.92E-25,2.48E-16,0.000310591,7.37E-05,1.63E-16,5.52E-07,1.70E-06,6.77E-05,1.11E-14,1.70E-07,2.12E-06,3.34E-18,3.24E-12
129,2.15E-09,1.83E-24,8.74E-30,1.46E-21,4.96E-07,8.12E-33,0.000703367,0.000440417,2.92E-25,4.05E-17,0.000287039,7.31E-05,1.95E-16,3.77E-07,1.25E-06,5.74E-05,2.29E-14,6.17E-08,2.06E-06,8.49E-19,1.09E-12
130,1.54E-09,8.06E-25,1.69E-30,5.93E-22,3.36E-07,1.49E-33,0.000669901,0.000429649,1.46E-25,5.61E-18,0.0002613,7.42E-05,1.48E-16,2.31E-07,9.69E-07,4.98E-05,4.93E-14,2.13E-08,2.00E-06,2.12E-19,3.18E-13
131,1.02E-09,3.54E-25,3.30E-31,2.42E-22,2.66E-07,3.43E-34,0.000640436,0.00041768,7.93E-26,7.54E-19,0.000233299,7.24E-05,1.45E-16,1.43E-07,7.92E-07,3.99E-05,1.01E-13,7.03E-09,1.94E-06,5.24E-20,9.63E-14
132,7.73E-10,1.08E-25,6.48E-32,9.86E-23,2.17E-07,7.00E-35,0.000613923,0.00040787,3.99E-26,9.85E-20,0.000209355,7.18E-05,2.40E-16,1.02E-07,6.19E-07,3.30E-05,1.97E-13,2.21E-09,1.88E-06,1.27E-20,3.02E-14
133,5.24E-10,4.35E-26,1.31E-32,4.03E-23,1.78E-07,1.42E-35,0.000577394,0.000392299,2.16E-26,1.26E-20,0.000188377,7.08E-05,4.57E-16,7.15E-08,4.68E-07,2.84E-05,3.97E-13,6.67E-10,1.83E-06,3.06E-21,1.20E-14
134,3.52E-10,1.86E-26,3.10E-33,1.65E-23,1.43E-07,2.62E-36,0.000531404,0.000382581,1.34E-26,1.57E-21,0.000163975,7.04E-05,5.71E-16,4.69E-08,3.35E-07,2.59E-05,7.67E-13,1.92E-10,1.78E-06,7.24E-22,2.47E-15
135,2.34E-10,8.00E-27,7.48E-34,6.78E-24,1.14E-07,5.33E-37,0.00049559,0.000369947,1.35E-26,1.92E-22,0.000151008,7.16E-05,7.83E-16,3.05E-08,2.45E-07,2.08E-05,1.60E-12,5.31E-11,1.73E-06,1.70E-22,1.14E-15
136,1.54E-10,3.06E-27,1.84E-34,2.79E-24,8.29E-08,1.08E-37,0.000464325,0.000356829,7.63E-27,2.30E-23,0.000130456,7.22E-05,7.95E-16,1.94E-08,1.94E-07,1.73E-05,2.99E-12,1.40E-11,1.69E-06,3.93E-23,3.42E-16
137,1.00E-10,1.40E-27,4.61E-35,1.09E-24,6.08E-08,2.16E-38,0.000430436,0.000348969,4.38E-27,2.71E-24,0.000120174,7.22E-05,8.77E-16,1.17E-08,1.53E-07,1.44E-05,5.56E-12,3.56E-12,1.64E-06,9.03E-24,1.32E-16
138,6.48E-11,6.13E-28,1.18E-35,1.16E-25,5.18E-08,3.94E-39,0.000391923,0.000339179,3.27E-27,3.14E-25,0.000106981,7.24E-05,1.28E-15,6.75E-09,1.19E-07,1.14E-05,9.58E-12,8.68E-13,1.60E-06,2.06E-24,3.35E-17
139,4.13E-11,1.83E-28,3.09E-36,1.25E-26,4.14E-08,7.98E-40,0.000351632,0.000327138,2.03E-27,3.58E-26,8.81E-05,7.13E-05,2.26E-15,3.94E-09,8.30E-08,8.89E-06,1.62E-11,2.03E-13,1.56E-06,4.64E-25,6.99E-18
140,2.42E-11,7.23E-29,8.23E-37,1.55E-27,3.14E-08,1.62E-40,0.000319713,0.000316556,8.01E-28,6.35E-27,7.99E-05,7.07E-05,4.55E-15,2.09E-09,5.99E-08,7.68E-06,2.77E-11,4.56E-14,1.52E-06,1.04E-25,1.87E-18
141,1.40E-11,3.30E-29,2.23E-37,3.63E-28,2.50E-08,2.98E-41,0.000300797,0.000308898,2.92E-28,6.91E-28,7.25E-05,7.06E-05,7.54E-15,1.01E-09,4.77E-08,6.72E-06,4.54E-11,3.12E-14,1.49E-06,2.32E-26,4.61E-19
142,8.64E-12,1.28E-29,6.14E-38,1.18E-28,1.99E-08,4.98E-42,0.000269243,0.000302,1.07E-28,7.32E-29,6.21E-05,6.94E-05,1.38E-14,4.79E-10,3.47E-08,4.91E-06,7.45E-11,3.16E-14,1.45E-06,5.14E-27,1.36E-19
143,5.27E-12,5.14E-30,1.76E-38,3.85E-29,1.56E-08,9.66E-43,0.000243857,0.000290862,5.00E-29,7.56E-30,5.30E-05,6.79E-05,2.77E-14,2.22E-10,2.71E-08,3.91E-06,1.34E-10,1.91E-14,1.42E-06,1.14E-27,3.10E-20
144,3.17E-12,2.12E-30,5.08E-39,1.25E-29,1.13E-08,2.09E-43,0.000217735,0.000279876,3.82E-29,7.59E-31,4.46E-05,6.64E-05,4.21E-14,1.11E-10,1.98E-08,3.05E-06,2.25E-10,4.08E-15,1.38E-06,2.50E-28,6.97E-21
145,1.89E-12,6.74E-31,1.48E-39,4.07E-30,8.20E-09,4.20E-44,0.000192659,0.000268871,2.63E-29,7.44E-32,3.68E-05,6.62E-05,5.09E-14,4.94E-11,1.47E-08,2.22E-06,3.19E-10,8.40E-16,1.35E-06,5.49E-29,1.54E-21
146,1.12E-12,1.60E-31,4.31E-40,1.23E-30,6.16E-09,8.91E-45,0.00017517,0.000255849,1.05E-29,7.10E-33,3.06E-05,6.57E-05,4.91E-14,2.59E-11,1.06E-08,1.62E-06,4.88E-10,1.66E-16,1.32E-06,1.20E-29,4.76E-22
147,6.51E-13,3.02E-32,1.26E-40,2.75E-31,4.76E-09,1.59E-45,0.000154724,0.000246974,4.20E-30,6.61E-34,2.47E-05,6.42E-05,9.00E-14,1.21E-11,7.46E-09,1.14E-06,7.34E-10,3.17E-17,1.30E-06,2.63E-30,1.52E-22
148,3.75E-13,6.76E-33,3.73E-41,2.89E-32,4.10E-09,3.34E-46,0.000132805,0.000235313,1.90E-30,6.00E-35,1.98E-05,6.25E-05,1.18E-13,6.39E-12,5.52E-09,8.42E-07,9.80E-10,5.82E-18,1.27E-06,5.77E-31,4.81E-23
149,2.14E-13,2.18E-33,1.11E-41,1.85E-33,3.57E-09,6.46E-47,0.000115924,0.000225828,1.04E-30,5.31E-36,1.66E-05,6.37E-05,1.16E-13,3.05E-12,3.67E-09,6.59E-07,1.59E-09,1.03E-18,1.24E-06,1.26E-31,1.12E-23
150,1.21E-13,8.30E-34,3.30E-42,2.88E-33,2.84E-09,1.51E-47,0.000100235,0.000219462,8.47E-31,5.06E-37,1.43E-05,6.35E-05,1.74E-13,1.47E-12,2.69E-09,5.11E-07,2.40E-09,1.75E-19,1.22E-06,2.78E-32,1.80E-24
151,6.74E-14,2.92E-34,9.90E-43,1.21E-34,2.17E-09,2.93E-48,8.70E-05,0.000207981,6.58E-31,4.78E-38,1.11E-05,6.31E-05,2.10E-13,7.30E-13,1.96E-09,3.55E-07,3.58E-09,2.89E-20,1.19E-06,6.12E-33,4.23E-25
152,3.72E-14,9.90E-35,2.99E-43,4.41E-36,1.77E-09,5.57E-49,7.54E-05,0.000198133,2.78E-31,4.46E-39,8.89E-06,6.32E-05,2.10E-13,4.24E-13,1.38E-09,2.60E-07,5.00E-09,4.58E-21,1.17E-06,1.35E-33,1.21E-25
153,2.03E-14,3.44E-35,9.12E-44,1.70E-37,1.44E-09,1.10E-49,6.25E-05,0.00019085,9.82E-32,4.10E-40,7.20E-06,6.32E-05,3.25E-13,2.14E-13,9.65E-10,2.24E-07,6.96E-09,7.02E-22,1.15E-06,3.01E-34,3.46E-26
154,6.72E-15,1.24E-35,2.42E-44,5.18E-39,1.18E-09,2.16E-50,5.71E-05,0.000183451,3.70E-32,3.72E-41,5.83E-06,6.14E-05,3.52E-13,1.17E-13,6.73E-10,1.88E-07,1.03E-08,1.04E-22,1.24E-06,6.72E-35,9.83E-27
155,1.14E-15,4.69E-36,6.20E-45,1.10E-40,9.59E-10,4.70E-51,5.06E-05,0.000173758,1.34E-32,9.84E-42,4.80E-06,6.29E-05,3.78E-13,4.58E-14,4.37E-10,1.74E-07,1.40E-08,1.49E-23,1.36E-06,1.51E-35,1.59E-27
156,5.17E-16,1.86E-36,1.62E-45,2.23E-42,7.80E-10,9.75E-52,4.20E-05,0.000165051,5.46E-33,1.23E-41,4.04E-06,6.28E-05,5.04E-13,2.77E-14,2.92E-10,1.34E-07,1.90E-08,2.06E-24,1.51E-06,3.42E-36,3.58E-28
157,2.31E-16,4.39E-37,4.29E-46,1.53E-43,6.11E-10,2.14E-52,3.68E-05,0.000157026,2.56E-33,1.53E-41,3.11E-06,6.28E-05,4.76E-13,1.29E-14,2.11E-10,9.43E-08,2.64E-08,2.77E-25,1.66E-06,7.81E-37,8.07E-29
158,1.02E-16,1.35E-37,1.16E-46,3.05E-44,4.69E-10,4.88E-53,3.21E-05,0.000149418,1.03E-33,1.90E-41,2.51E-06,6.20E-05,8.80E-13,7.12E-15,1.61E-10,6.80E-08,3.59E-08,3.59E-26,1.84E-06,1.80E-37,1.82E-29
159,4.40E-17,5.34E-38,3.19E-47,7.39E-46,3.62E-10,1.13E-53,2.72E-05,0.000142416,3.29E-34,2.34E-41,2.08E-06,6.26E-05,1.10E-12,3.79E-15,1.14E-10,5.19E-08,4.79E-08,4.52E-27,2.03E-06,4.17E-38,4.09E-30
160,1.92E-17,2.24E-38,8.97E-48,1.22E-47,2.79E-10,2.41E-54,2.28E-05,0.000136467,1.75E-34,4.20E-42,1.83E-06,6.24E-05,1.31E-12,2.58E-15,7.83E-11,3.99E-08,5.98E-08,5.51E-28,2.24E-06,9.75E-39,9.22E-31
161,8.95E-18,9.84E-39,2.57E-48,2.44E-49,2.16E-10,5.00E-55,1.98E-05,0.000129717,7.24E-35,4.09E-43,1.49E-06,6.15E-05,2.03E-12,1.37E-15,5.87E-11,3.25E-08,8.09E-08,6.52E-29,2.47E-06,2.30E-39,2.08E-31
162,4.15E-18,4.51E-39,7.54E-49,3.02E-50,1.70E-10,1.13E-55,1.66E-05,0.00012266,3.33E-35,3.91E-44,1.15E-06,6.01E-05,2.92E-12,7.50E-16,4.34E-11,2.26E-08,9.96E-08,7.49E-30,2.72E-06,5.48E-40,4.51E-32
163,1.56E-18,2.19E-39,1.87E-49,1.08E-50,1.27E-10,2.24E-56,1.43E-05,0.000116317,7.58E-36,4.67E-44,9.05E-07,5.88E-05,4.28E-12,4.49E-16,3.16E-11,1.49E-08,1.33E-07,8.35E-31,3.00E-06,1.32E-40,9.53E-33
164,5.63E-19,3.77E-40,4.07E-50,4.17E-51,9.48E-11,3.81E-57,1.18E-05,0.00010981,2.50E-36,5.72E-44,7.10E-07,5.91E-05,7.05E-12,2.26E-16,2.19E-11,1.25E-08,1.77E-07,9.05E-32,3.31E-06,3.20E-41,2.02E-33
165,2.02E-19,1.10E-40,1.02E-50,1.69E-52,7.49E-11,7.57E-58,9.93E-06,0.000104322,1.19E-36,6.97E-44,5.68E-07,5.73E-05,8.58E-12,1.09E-16,1.52E-11,8.89E-09,2.38E-07,9.53E-33,3.64E-06,7.84E-42,4.31E-34
166,7.74E-20,5.57E-41,2.82E-51,5.62E-54,5.95E-11,1.21E-58,8.26E-06,9.74E-05,8.11E-37,8.46E-44,4.57E-07,5.58E-05,1.25E-11,5.28E-17,1.04E-11,5.95E-09,2.82E-07,9.76E-34,4.01E-06,1.94E-42,9.24E-35
167,2.92E-20,2.35E-41,8.15E-52,1.78E-55,4.76E-11,2.31E-59,6.97E-06,9.08E-05,1.73E-37,1.02E-43,3.52E-07,5.68E-05,1.85E-11,3.06E-17,7.36E-12,4.01E-09,3.32E-07,9.73E-35,4.40E-06,4.86E-43,2.25E-35
168,1.08E-20,9.28E-42,2.42E-52,3.96E-57,2.72E-11,4.07E-60,5.66E-06,8.55E-05,4.41E-38,1.23E-43,2.56E-07,5.76E-05,2.64E-11,1.48E-17,5.17E-12,2.84E-09,3.88E-07,9.45E-36,4.83E-06,1.23E-43,7.09E-36
169,3.93E-21,3.54E-42,7.27E-53,5.55E-59,1.81E-11,8.46E-61,4.51E-06,8.04E-05,1.31E-38,1.48E-43,2.13E-07,5.73E-05,3.66E-11,7.03E-18,3.45E-12,2.01E-09,4.36E-07,8.94E-37,5.30E-06,3.15E-44,1.68E-36
170,1.40E-21,4.96E-43,2.22E-53,2.97E-60,1.43E-11,1.34E-61,3.92E-06,7.74E-05,3.05E-39,1.78E-43,1.84E-07,5.64E-05,6.03E-11,3.64E-18,2.52E-12,1.68E-09,5.11E-07,8.24E-38,5.64E-06,8.15E-45,4.93E-37
171,4.91E-22,7.04E-44,6.92E-54,8.20E-62,1.11E-11,1.96E-62,3.21E-06,7.14E-05,1.50E-39,2.13E-43,1.47E-07,5.69E-05,9.07E-11,1.83E-18,2.02E-12,1.20E-09,5.97E-07,7.41E-39,5.32E-06,2.14E-45,1.27E-37
172,1.69E-22,1.03E-44,2.19E-54,1.88E-63,8.27E-12,2.76E-63,2.61E-06,6.78E-05,1.10E-39,2.53E-43,1.18E-07,5.60E-05,1.47E-10,8.52E-19,1.52E-12,6.67E-10,6.39E-07,6.51E-40,5.02E-06,7.69E-46,3.37E-38
173,5.71E-23,1.60E-45,7.03E-55,3.86E-65,6.18E-12,4.93E-64,2.09E-06,6.40E-05,3.34E-40,3.01E-43,9.23E-08,5.38E-05,1.83E-10,4.20E-19,1.08E-12,4.77E-10,7.44E-07,5.58E-41,4.74E-06,9.31E-46,8.27E-39
174,1.89E-23,3.78E-46,2.30E-55,4.00E-66,4.08E-12,1.22E-64,1.65E-06,6.04E-05,1.45E-40,3.58E-43,7.19E-08,5.18E-05,2.24E-10,2.05E-19,8.94E-13,3.04E-10,8.28E-07,4.67E-42,4.47E-06,1.13E-45,1.82E-39
175,6.16E-24,1.10E-46,7.66E-56,9.44E-67,3.26E-12,1.88E-65,1.35E-06,5.63E-05,3.34E-41,4.23E-43,5.17E-08,5.02E-05,3.19E-10,9.59E-20,7.18E-13,2.15E-10,9.34E-07,3.83E-43,4.23E-06,1.38E-45,3.70E-40
176,1.97E-24,4.93E-47,1.42E-56,1.23E-67,2.79E-12,2.01E-66,1.03E-06,5.32E-05,7.54E-42,5.01E-43,3.80E-08,4.93E-05,3.33E-10,4.45E-20,5.47E-13,1.24E-10,1.01E-06,3.06E-44,3.99E-06,1.69E-45,9.46E-41
177,6.15E-25,2.45E-47,2.59E-57,6.40E-69,2.33E-12,3.84E-67,7.77E-07,5.02E-05,2.74E-42,5.91E-43,3.10E-08,4.90E-05,3.65E-10,1.64E-20,4.01E-13,7.48E-11,1.13E-06,2.39E-45,3.78E-06,2.08E-45,1.82E-41
