Height,Shag,Little_Gull,Atlantic_Puffin,Black_Throated_Diver,Common_Tern,Northern_Fulmar,Lesser_Black_Backed_Gull,Herring_Gull,Arctic_Tern,Little_Auk,Black_Headed_Gull,Great_Black_backed_Gull,Sandwich_Tern,Arctic_Skua,Great_Skua,Common_Gull,Manx_Shearwater,Northern_Gannet,Black_legged_Kittiwake,Common_Guillemot,Razorbill
178,1.89E-25,1.29E-47,4.73E-58,3.23E-70,1.89E-12,5.34E-68,6.08E-07,4.72E-05,1.46E-42,6.96E-43,2.61E-08,4.76E-05,5.24E-10,5.95E-21,2.93E-13,5.11E-11,1.22E-06,1.83E-46,3.57E-06,2.58E-45,3.81E-42
179,5.69E-26,7.03E-48,8.75E-59,1.57E-71,1.55E-12,6.16E-69,4.68E-07,4.52E-05,1.06E-42,8.19E-43,1.98E-08,4.67E-05,6.89E-10,2.54E-21,2.21E-13,3.53E-11,1.32E-06,1.36E-47,3.38E-06,3.20E-45,9.68E-43
180,1.68E-26,2.87E-48,1.68E-59,7.40E-73,1.27E-12,9.94E-70,3.53E-07,4.29E-05,2.32E-43,9.63E-43,1.42E-08,4.41E-05,1.17E-09,1.20E-21,1.71E-13,2.26E-11,1.30E-06,9.95E-49,3.20E-06,4.00E-45,2.57E-43
181,4.87E-27,3.35E-49,3.45E-60,3.36E-74,1.05E-12,1.43E-70,2.85E-07,4.11E-05,8.46E-44,1.13E-42,1.14E-08,4.22E-05,1.27E-09,6.61E-22,1.35E-13,1.34E-11,1.34E-06,7.09E-50,3.04E-06,5.01E-45,6.24E-44
182,1.38E-27,3.72E-50,8.05E-61,1.48E-75,8.71E-13,2.77E-71,2.21E-07,3.91E-05,7.47E-44,1.33E-42,9.12E-09,4.02E-05,1.98E-09,3.84E-22,1.03E-13,7.97E-12,1.49E-06,4.93E-51,2.88E-06,6.31E-45,1.65E-44
183,3.85E-28,3.41E-51,2.86E-61,6.30E-77,7.28E-13,4.27E-72,1.63E-07,3.72E-05,4.50E-44,1.56E-42,7.15E-09,3.87E-05,2.73E-09,1.79E-22,7.71E-14,5.41E-12,1.62E-06,3.35E-52,2.73E-06,7.99E-45,4.90E-45
184,1.05E-28,6.29E-52,1.18E-61,2.63E-78,5.95E-13,8.11E-73,1.24E-07,3.58E-05,1.36E-44,1.83E-42,5.09E-09,3.72E-05,2.58E-09,9.14E-23,6.03E-14,3.68E-12,1.71E-06,2.23E-53,2.59E-06,1.02E-44,1.46E-45
185,2.80E-29,9.92E-53,4.96E-62,3.78E-80,4.40E-13,1.65E-73,9.20E-08,3.36E-05,4.05E-45,2.14E-42,3.79E-09,3.58E-05,2.35E-09,4.99E-23,4.31E-14,3.03E-12,1.82E-06,1.44E-54,2.46E-06,1.30E-44,4.61E-46
186,7.34E-30,1.90E-53,2.13E-62,1.41E-81,2.81E-13,4.76E-74,7.87E-08,3.15E-05,9.89E-46,2.52E-42,2.86E-09,3.51E-05,3.11E-09,2.96E-23,2.95E-14,1.87E-12,1.95E-06,9.14E-56,2.34E-06,1.67E-44,2.18E-46
187,1.88E-30,4.28E-54,9.31E-63,1.46E-82,2.35E-13,1.43E-74,6.02E-08,3.00E-05,2.36E-46,2.95E-42,2.23E-09,3.28E-05,3.94E-09,1.92E-23,2.04E-14,1.09E-12,2.12E-06,5.65E-57,2.23E-06,2.16E-44,1.02E-46
188,4.73E-31,1.25E-54,4.16E-63,6.56E-84,1.80E-13,4.34E-75,4.65E-08,2.93E-05,5.77E-47,3.47E-42,1.69E-09,3.05E-05,5.55E-09,1.21E-23,1.52E-14,5.88E-13,2.18E-06,3.41E-58,2.12E-06,2.81E-44,1.55E-47
189,1.16E-31,4.20E-55,1.90E-63,5.55E-85,1.54E-13,1.58E-75,3.80E-08,2.70E-05,1.38E-47,4.07E-42,1.37E-09,2.87E-05,7.86E-09,6.55E-24,1.18E-14,3.98E-13,2.22E-06,2.01E-59,2.02E-06,3.67E-44,5.24E-48
190,1.85E-32,1.71E-55,8.86E-64,9.84E-86,1.15E-13,4.10E-76,2.69E-08,2.58E-05,4.74E-48,4.79E-42,1.11E-09,2.84E-05,9.73E-09,3.57E-24,8.60E-15,3.10E-13,2.20E-06,1.16E-60,1.93E-06,4.82E-44,1.81E-48
191,2.34E-33,7.10E-56,4.23E-64,2.41E-86,8.47E-14,1.30E-76,1.91E-08,2.45E-05,2.61E-48,5.64E-42,8.69E-10,2.69E-05,1.25E-08,1.65E-24,6.24E-15,2.27E-13,2.30E-06,6.50E-62,1.84E-06,6.37E-44,2.71E-49
192,2.85E-34,9.05E-57,2.06E-64,3.34E-87,6.58E-14,5.03E-77,1.32E-08,2.36E-05,1.50E-48,6.65E-42,6.72E-10,2.61E-05,1.32E-08,7.61E-25,4.55E-15,1.61E-13,2.29E-06,3.57E-63,1.76E-06,8.46E-44,8.73E-50
193,3.34E-35,1.44E-57,1.03E-64,2.29E-89,5.43E-14,1.76E-77,9.19E-09,2.22E-05,5.25E-49,7.85E-42,5.44E-10,2.66E-05,9.46E-09,3.53E-25,3.36E-15,1.07E-13,2.28E-06,1.91E-64,1.68E-06,1.13E-43,2.88E-50
194,3.74E-36,3.84E-58,5.25E-65,8.73E-92,4.50E-14,4.83E-78,6.64E-09,2.11E-05,8.19E-49,9.28E-42,3.81E-10,2.42E-05,8.56E-09,1.95E-25,2.87E-15,7.32E-14,2.31E-06,9.97E-66,1.60E-06,1.52E-43,1.06E-50
195,4.03E-37,1.41E-58,2.75E-65,3.02E-94,3.74E-14,1.03E-78,4.39E-09,1.97E-05,7.51E-49,1.10E-41,2.96E-10,2.35E-05,5.57E-09,1.17E-25,2.41E-15,3.93E-14,2.31E-06,5.08E-67,1.53E-06,2.06E-43,4.33E-51
196,4.16E-38,6.24E-59,1.47E-65,3.50E-96,2.81E-14,3.46E-79,2.96E-09,1.90E-05,2.63E-49,1.31E-41,2.21E-10,2.30E-05,4.29E-09,6.67E-26,1.92E-15,2.02E-14,2.31E-06,2.53E-68,1.47E-06,2.80E-43,1.81E-51
197,4.24E-39,2.48E-59,8.07E-66,7.74E-98,2.46E-14,1.34E-79,2.07E-09,1.81E-05,1.65E-49,1.55E-41,1.56E-10,2.23E-05,5.34E-09,3.22E-26,1.53E-15,1.18E-14,2.42E-06,1.23E-69,1.41E-06,3.83E-43,7.72E-52
198,5.93E-40,4.64E-60,4.55E-66,1.84E-99,2.16E-14,5.51E-80,1.32E-09,1.71E-05,1.35E-49,1.85E-41,1.07E-10,2.15E-05,5.82E-09,1.97E-26,1.23E-15,6.12E-15,2.34E-06,7.24E-71,1.35E-06,5.27E-43,1.98E-52
199,8.87E-41,8.73E-61,2.63E-66,4.27E-101,1.86E-14,2.57E-80,8.68E-10,1.59E-05,5.42E-50,2.22E-41,7.74E-11,2.01E-05,3.85E-09,1.32E-26,9.48E-16,3.34E-15,2.36E-06,4.67E-72,1.30E-06,7.30E-43,8.52E-53
200,1.39E-41,1.66E-61,1.56E-66,9.55E-103,1.54E-14,9.55E-81,5.33E-10,1.52E-05,2.88E-50,2.66E-41,6.33E-11,1.89E-05,4.19E-09,9.11E-27,7.33E-16,1.82E-15,2.28E-06,2.98E-73,1.25E-06,1.02E-42,3.75E-53
201,2.23E-42,3.21E-62,9.48E-67,2.05E-104,1.28E-14,4.59E-81,3.50E-10,1.46E-05,3.53E-50,3.20E-41,4.94E-11,1.80E-05,3.50E-09,4.96E-27,5.71E-16,8.42E-16,2.31E-06,1.87E-74,1.20E-06,1.43E-42,1.70E-53
202,3.59E-43,6.31E-63,5.93E-67,4.25E-106,1.07E-14,1.94E-81,2.52E-10,1.42E-05,2.38E-50,3.86E-41,3.34E-11,1.74E-05,2.79E-09,2.88E-27,4.56E-16,4.42E-16,2.39E-06,1.16E-75,1.16E-06,2.02E-42,7.89E-54
203,5.76E-44,1.27E-63,3.86E-67,8.44E-108,7.16E-15,9.62E-82,1.72E-10,1.36E-05,1.36E-50,4.68E-41,2.59E-11,1.72E-05,2.24E-09,1.80E-27,3.85E-16,2.05E-16,2.34E-06,7.11E-77,1.12E-06,2.87E-42,3.77E-54
204,9.07E-45,3.31E-64,2.65E-67,1.61E-109,3.84E-15,4.26E-82,1.10E-10,1.26E-05,6.29E-52,5.68E-41,2.12E-11,1.59E-05,1.97E-09,1.40E-27,3.38E-16,9.07E-17,2.31E-06,4.30E-78,1.08E-06,4.11E-42,1.60E-54
205,1.39E-45,1.71E-64,1.87E-67,2.96E-111,2.90E-15,2.31E-82,7.23E-11,1.18E-05,3.11E-52,6.94E-41,1.46E-11,1.49E-05,1.58E-09,1.17E-27,2.89E-16,4.96E-17,2.23E-06,2.56E-79,1.04E-06,5.93E-42,7.79E-55
206,2.09E-46,5.03E-65,1.36E-67,5.21E-113,2.77E-15,1.34E-82,4.45E-11,1.13E-05,3.43E-52,8.50E-41,1.02E-11,1.43E-05,1.30E-09,9.83E-28,2.51E-16,2.57E-17,2.12E-06,1.51E-80,1.00E-06,8.61E-42,2.37E-55
207,3.07E-47,2.30E-65,1.01E-67,8.82E-115,2.00E-15,7.92E-83,2.78E-11,1.08E-05,2.21E-52,1.05E-40,8.65E-12,1.38E-05,1.05E-09,6.64E-28,2.20E-16,1.36E-17,1.95E-06,8.77E-82,9.72E-07,1.26E-41,9.52E-56
208,4.38E-48,1.39E-65,7.81E-68,1.43E-116,1.72E-15,4.47E-83,1.73E-11,1.04E-05,1.06E-52,1.29E-40,6.93E-12,1.30E-05,8.84E-10,3.86E-28,1.95E-16,6.79E-18,1.93E-06,5.04E-83,9.42E-07,1.85E-41,4.79E-56
209,6.11E-49,2.91E-66,6.18E-68,2.24E-118,1.66E-15,1.96E-83,1.09E-11,9.74E-06,3.31E-53,1.60E-40,5.01E-12,1.25E-05,6.52E-10,3.23E-28,1.68E-16,3.78E-18,1.82E-06,2.85E-84,9.13E-07,2.75E-41,2.25E-56
210,8.31E-50,5.15E-67,5.04E-68,3.63E-120,1.62E-15,8.09E-84,6.78E-12,9.35E-06,2.00E-53,2.00E-40,3.89E-12,1.20E-05,5.14E-10,2.73E-28,1.42E-16,2.03E-18,1.75E-06,1.60E-85,8.87E-07,4.10E-41,8.69E-57
211,1.10E-50,1.91E-67,4.24E-68,2.12E-121,1.58E-15,4.32E-84,4.24E-12,9.15E-06,3.44E-54,2.51E-40,2.63E-12,1.12E-05,4.20E-10,2.32E-28,1.21E-16,9.58E-19,1.63E-06,8.81E-87,8.62E-07,6.17E-41,5.05E-57
212,1.43E-51,3.38E-68,3.67E-68,4.82E-123,1.29E-15,2.79E-84,2.47E-12,8.77E-06,5.72E-55,3.16E-40,2.06E-12,1.09E-05,2.74E-10,2.00E-28,1.14E-16,4.21E-19,1.42E-06,4.80E-88,8.38E-07,9.35E-41,2.73E-57
213,1.80E-52,5.94E-69,3.27E-68,6.64E-126,8.34E-16,1.66E-84,1.33E-12,8.49E-06,1.36E-55,4.01E-40,1.60E-12,1.04E-05,2.22E-10,1.74E-28,1.04E-16,2.13E-19,1.24E-06,2.58E-89,8.17E-07,1.43E-40,6.86E-58
214,2.22E-53,1.03E-69,3.01E-68,5.48E-129,5.45E-16,1.07E-84,7.55E-13,8.17E-06,1.37E-55,5.11E-40,1.13E-12,9.97E-06,1.90E-10,1.53E-28,9.06E-17,1.16E-19,1.14E-06,1.37E-90,7.96E-07,2.20E-40,4.31E-58
215,2.70E-54,1.78E-70,2.86E-68,4.11E-132,3.46E-16,5.40E-85,4.68E-13,7.89E-06,2.19E-55,6.55E-40,9.71E-13,9.62E-06,1.23E-10,1.36E-28,7.97E-17,4.19E-20,9.82E-07,7.20E-92,7.77E-07,3.41E-40,2.89E-58
216,3.26E-55,3.04E-71,2.80E-68,2.79E-135,2.79E-16,2.68E-85,2.86E-13,7.51E-06,3.57E-55,8.44E-40,8.30E-13,8.71E-06,9.71E-11,1.22E-28,7.41E-17,1.73E-20,8.75E-07,3.73E-93,7.60E-07,5.32E-40,1.87E-58
217,4.07E-56,5.42E-72,2.84E-68,3.64E-138,2.29E-16,1.58E-85,1.70E-13,7.26E-06,2.81E-55,1.09E-39,7.60E-13,8.41E-06,7.11E-11,9.23E-29,6.63E-17,1.19E-20,8.21E-07,1.91E-94,7.44E-07,8.38E-40,1.30E-58
218,5.64E-57,1.64E-72,2.96E-68,2.55E-138,2.18E-16,1.06E-85,1.12E-13,6.93E-06,5.37E-56,1.43E-39,6.21E-13,8.16E-06,4.37E-11,7.97E-29,5.97E-17,5.43E-21,6.80E-07,9.64E-96,7.28E-07,1.33E-39,4.01E-59
219,9.59E-58,7.32E-73,1.71E-68,5.99E-139,2.10E-16,7.17E-86,6.43E-14,6.75E-06,1.08E-56,1.88E-39,4.74E-13,7.64E-06,2.54E-11,7.78E-29,5.20E-17,2.43E-21,6.05E-07,4.81E-97,7.15E-07,2.13E-39,2.33E-59
220,2.08E-58,1.75E-73,1.93E-68,3.97E-139,2.05E-16,5.03E-86,3.98E-14,6.47E-06,8.27E-57,2.49E-39,3.20E-13,7.24E-06,1.42E-11,7.70E-29,4.77E-17,1.12E-21,5.17E-07,2.37E-98,7.02E-07,3.43E-39,1.47E-59
221,5.32E-59,2.69E-74,2.25E-68,2.91E-141,1.87E-16,3.93E-86,2.32E-14,6.20E-06,2.10E-57,3.31E-39,2.43E-13,7.08E-06,7.19E-12,7.76E-29,4.41E-17,5.22E-22,5.02E-07,1.15E-99,7.03E-07,5.59E-39,1.08E-59
222,1.47E-59,5.61E-75,2.71E-68,2.29E-143,1.21E-16,3.36E-86,1.25E-14,5.99E-06,9.72E-59,4.44E-39,1.84E-13,6.67E-06,4.98E-12,7.94E-29,4.22E-17,2.59E-22,5.04E-07,5.54E-101,7.09E-07,9.16E-39,8.46E-60
223,4.18E-60,1.54E-75,8.04E-69,1.61E-145,9.95E-17,2.48E-86,6.35E-15,5.90E-06,1.55E-59,6.01E-39,1.60E-13,6.23E-06,2.25E-12,7.83E-29,4.05E-17,1.18E-22,5.11E-07,2.63E-102,7.17E-07,1.51E-38,7.05E-60
224,1.18E-60,4.87E-76,9.95E-69,1.24E-147,7.91E-17,2.24E-86,3.19E-15,5.75E-06,3.35E-60,8.18E-39,1.23E-13,6.03E-06,1.66E-12,7.69E-29,3.85E-17,5.35E-23,4.50E-07,1.23E-103,6.61E-07,2.53E-38,6.09E-60
225,3.30E-61,1.63E-76,1.27E-68,2.70E-150,6.76E-17,1.63E-86,1.59E-15,5.59E-06,7.30E-61,1.12E-38,8.30E-14,5.69E-06,1.04E-12,7.77E-29,3.69E-17,2.73E-23,4.22E-07,5.70E-105,6.54E-07,4.25E-38,4.52E-60
226,9.11E-62,5.87E-77,1.69E-68,1.26E-153,6.80E-17,1.64E-86,7.84E-16,5.45E-06,1.58E-61,1.55E-38,5.94E-14,5.54E-06,7.27E-13,8.37E-29,3.43E-17,1.16E-23,4.09E-07,2.60E-106,6.47E-07,7.21E-38,3.99E-60
227,9.45E-63,2.32E-77,2.32E-68,1.47E-154,6.91E-17,1.28E-86,4.01E-16,5.23E-06,3.46E-62,2.17E-38,3.85E-14,5.03E-06,3.98E-13,9.16E-29,3.08E-17,5.59E-24,3.51E-07,1.18E-107,6.41E-07,1.23E-37,3.54E-60
228,8.29E-64,1.01E-77,3.31E-68,9.69E-155,6.35E-17,8.24E-87,2.07E-16,5.07E-06,9.62E-63,3.05E-38,2.69E-14,4.44E-06,2.41E-13,1.02E-28,2.84E-17,2.90E-24,2.90E-07,5.25E-109,6.37E-07,2.13E-37,3.68E-60
229,7.07E-65,4.77E-78,4.13E-68,6.76E-155,4.08E-17,8.82E-87,1.06E-16,5.06E-06,2.57E-63,4.32E-38,1.73E-14,4.13E-06,1.48E-13,1.15E-28,2.83E-17,1.01E-24,2.40E-07,2.31E-110,6.33E-07,3.71E-37,3.96E-60
230,5.86E-66,2.41E-78,3.75E-68,4.99E-155,2.94E-17,8.82E-87,4.95E-17,4.93E-06,4.21E-63,4.26E-38,1.22E-14,3.69E-06,9.23E-14,1.31E-28,3.10E-17,3.15E-25,2.00E-07,1.01E-111,6.30E-07,6.52E-37,4.42E-60
231,4.72E-67,1.28E-78,3.00E-68,3.91E-155,2.22E-17,9.77E-87,2.28E-17,4.63E-06,1.91E-63,3.86E-38,1.07E-14,3.57E-06,1.08E-13,1.53E-28,3.29E-17,1.11E-25,1.61E-07,4.33E-113,6.28E-07,1.16E-36,5.14E-60
232,3.69E-68,7.05E-79,4.16E-68,2.81E-155,1.32E-17,1.23E-86,9.16E-18,4.51E-06,5.04E-64,3.57E-38,8.71E-15,3.33E-06,8.64E-14,1.66E-28,3.36E-17,3.93E-26,1.37E-07,1.84E-114,6.27E-07,2.07E-36,6.20E-60
233,2.80E-69,3.99E-79,7.61E-68,1.43E-155,9.38E-18,1.48E-86,4.53E-18,4.41E-06,4.40E-65,3.37E-38,6.21E-15,3.20E-06,6.54E-14,1.54E-28,3.56E-17,1.40E-26,1.13E-07,7.71E-116,6.26E-07,3.74E-36,6.56E-60
234,2.07E-70,2.32E-79,1.44E-67,1.34E-155,8.46E-18,2.35E-86,2.33E-18,4.28E-06,3.60E-66,3.26E-38,5.09E-15,3.06E-06,3.08E-14,1.49E-28,3.86E-17,5.02E-27,9.14E-08,3.20E-117,6.27E-07,6.81E-36,6.88E-60
235,1.48E-71,1.44E-79,2.84E-67,1.56E-157,9.44E-18,4.26E-86,1.01E-18,4.14E-06,8.71E-67,3.22E-38,4.02E-15,2.79E-06,1.70E-14,1.50E-28,3.92E-17,2.05E-27,6.96E-08,1.31E-118,6.29E-07,1.25E-35,9.39E-60
236,1.03E-72,1.04E-79,5.79E-67,7.32E-157,9.64E-18,7.70E-86,4.28E-19,4.03E-06,8.86E-67,1.30E-38,2.43E-15,2.61E-06,1.07E-14,1.67E-28,4.09E-17,8.34E-28,5.32E-08,5.30E-120,6.31E-07,2.33E-35,9.89E-60
237,6.95E-74,1.11E-79,1.22E-66,5.17E-156,7.12E-18,8.47E-86,1.87E-19,3.91E-06,2.79E-67,1.79E-39,1.53E-15,2.37E-06,1.09E-14,1.95E-28,4.40E-17,3.40E-28,4.13E-08,2.12E-121,6.35E-07,4.37E-35,9.93E-60
238,4.55E-75,1.98E-79,2.68E-66,1.89E-155,6.66E-18,8.09E-86,8.64E-20,3.77E-06,4.07E-68,2.39E-40,1.05E-15,2.26E-06,1.09E-14,2.30E-28,4.79E-17,1.39E-28,3.44E-08,8.38E-123,6.39E-07,8.28E-35,1.49E-59
239,2.89E-76,4.99E-79,6.06E-66,2.41E-155,6.91E-18,1.46E-85,3.76E-20,3.68E-06,1.79E-68,3.10E-41,7.92E-16,2.06E-06,6.80E-15,2.05E-28,5.27E-17,5.53E-29,2.84E-08,3.27E-124,6.45E-07,1.58E-34,2.32E-59
240,1.78E-77,1.44E-78,1.42E-65,3.27E-155,8.51E-18,2.71E-85,1.79E-20,3.56E-06,3.24E-68,3.91E-42,4.24E-16,1.86E-06,3.26E-15,1.87E-28,5.86E-17,1.81E-29,2.32E-08,1.26E-125,6.52E-07,3.06E-34,1.18E-59
241,1.07E-78,4.49E-78,3.45E-65,4.73E-155,9.77E-18,4.07E-85,8.01E-21,3.51E-06,4.38E-68,4.79E-43,3.91E-16,1.70E-06,1.05E-15,2.29E-28,6.58E-17,5.88E-30,2.02E-08,4.82E-127,6.59E-07,5.96E-34,2.18E-59
242,6.18E-80,1.46E-77,8.87E-65,7.31E-155,1.17E-17,6.08E-85,3.46E-21,3.46E-06,8.05E-68,5.69E-44,3.16E-16,1.52E-06,5.63E-16,2.28E-28,7.48E-17,2.07E-30,1.60E-08,1.82E-128,6.68E-07,1.17E-33,3.70E-59
243,3.48E-81,5.00E-77,1.80E-64,1.20E-154,1.41E-17,9.80E-85,1.48E-21,3.41E-06,1.52E-67,6.56E-45,1.90E-16,1.43E-06,3.77E-16,2.74E-28,8.59E-17,7.46E-31,1.25E-08,6.76E-130,6.79E-07,2.34E-33,6.99E-59
244,1.90E-82,5.23E-77,4.07E-64,2.09E-155,1.78E-17,1.84E-84,6.26E-22,3.36E-06,3.00E-67,7.33E-46,1.52E-16,1.32E-06,2.59E-16,2.65E-28,9.98E-17,2.38E-31,8.29E-09,2.49E-131,6.90E-07,4.70E-33,1.09E-58
245,1.00E-83,8.91E-78,1.20E-63,8.75E-157,2.08E-17,4.42E-84,2.62E-22,3.36E-06,6.50E-67,7.96E-47,1.25E-16,1.23E-06,2.06E-16,3.13E-28,1.17E-16,1.02E-31,5.93E-09,9.05E-133,7.03E-07,9.54E-33,1.93E-58
246,5.14E-85,1.34E-77,3.66E-63,3.11E-156,2.56E-17,1.18E-83,1.11E-22,3.24E-06,1.19E-66,8.39E-48,8.05E-17,1.16E-06,1.48E-16,3.83E-28,1.39E-16,3.67E-32,4.50E-09,3.25E-134,7.17E-07,1.96E-32,3.83E-58
247,2.55E-86,3.57E-77,1.17E-62,2.33E-158,2.38E-17,2.93E-83,4.65E-23,3.16E-06,1.88E-67,8.58E-49,5.33E-17,1.06E-06,8.74E-17,2.34E-28,1.67E-16,1.32E-32,3.68E-09,1.16E-135,7.33E-07,4.06E-32,5.83E-58
248,1.23E-87,3.28E-77,3.91E-62,1.14E-160,2.17E-17,9.26E-83,1.80E-23,3.12E-06,8.37E-67,8.51E-50,4.53E-17,9.77E-07,5.98E-17,2.65E-28,2.03E-16,4.71E-33,3.05E-09,4.06E-137,7.50E-07,8.51E-32,1.38E-57
249,5.72E-89,3.07E-77,7.82E-62,4.10E-162,2.18E-17,3.46E-82,7.21E-24,3.13E-06,4.19E-66,8.19E-51,3.06E-17,8.77E-07,3.68E-17,3.78E-28,2.50E-16,1.67E-33,2.53E-09,1.41E-138,7.70E-07,1.80E-31,1.43E-57
250,2.58E-90,2.93E-77,2.70E-61,2.35E-161,2.34E-17,8.37E-82,2.81E-24,3.11E-06,1.21E-65,7.66E-52,2.02E-17,8.10E-07,2.04E-17,5.80E-28,3.11E-16,6.68E-34,1.87E-09,4.84E-140,7.91E-07,3.86E-31,3.75E-57
251,1.13E-91,2.86E-77,7.62E-61,2.51E-160,2.92E-17,2.46E-81,1.07E-24,3.15E-06,2.81E-65,6.94E-53,1.42E-17,7.33E-07,8.31E-18,9.61E-28,3.91E-16,2.63E-34,1.36E-09,1.64E-141,8.14E-07,8.35E-31,1.02E-56
252,4.78E-93,2.85E-77,2.68E-60,6.09E-160,3.12E-17,7.96E-81,4.04E-25,3.09E-06,8.51E-65,6.10E-54,9.54E-18,6.94E-07,3.51E-18,8.25E-28,4.98E-16,7.72E-35,9.17E-10,5.51E-143,8.39E-07,1.83E-30,2.53E-56
253,1.96E-94,2.89E-77,1.07E-59,7.26E-160,3.93E-17,2.46E-80,1.60E-25,3.10E-06,3.99E-64,5.20E-55,7.54E-18,6.44E-07,2.11E-18,6.64E-28,6.42E-16,2.73E-35,6.66E-10,1.83E-144,8.66E-07,4.04E-30,5.29E-56
254,7.79E-96,2.99E-77,4.45E-59,4.32E-161,4.40E-17,7.26E-80,6.46E-26,3.05E-06,2.76E-63,4.31E-56,5.08E-18,6.67E-07,2.49E-18,8.11E-28,8.38E-16,1.40E-35,4.26E-10,5.99E-146,8.58E-07,9.03E-30,1.65E-55
255,2.99E-97,3.17E-77,1.94E-58,4.38E-162,5.81E-17,2.26E-79,2.41E-26,3.08E-06,6.63E-63,3.46E-57,3.49E-18,6.31E-07,1.81E-18,9.28E-28,1.11E-15,3.72E-36,2.56E-10,1.94E-147,7.25E-07,2.04E-29,5.60E-55
256,1.11E-98,3.42E-77,8.88E-58,5.68E-162,7.40E-17,8.97E-79,8.91E-27,3.11E-06,4.81E-62,2.69E-58,2.13E-18,6.32E-07,2.22E-18,8.96E-28,1.48E-15,1.07E-36,1.51E-10,6.21E-149,6.10E-07,4.67E-29,2.00E-54
257,4.00E-100,3.78E-77,4.25E-57,1.98E-160,1.09E-16,3.02E-78,3.25E-27,3.08E-06,6.18E-62,2.03E-59,1.35E-18,6.01E-07,2.57E-18,7.39E-28,2.00E-15,3.54E-37,9.06E-11,1.97E-150,5.11E-07,1.08E-28,7.46E-54
258,1.39E-101,4.25E-77,2.14E-56,8.11E-159,1.59E-16,1.30E-77,1.18E-27,3.09E-06,3.61E-62,1.49E-60,9.39E-19,5.49E-07,2.12E-18,7.78E-28,2.74E-15,8.33E-38,6.18E-11,6.16E-152,4.27E-07,2.53E-28,2.94E-53
259,4.68E-103,4.90E-77,1.12E-55,3.83E-157,1.74E-16,4.97E-77,4.10E-28,3.14E-06,5.01E-62,1.06E-61,6.60E-19,4.85E-07,1.27E-18,9.19E-28,3.84E-15,1.94E-38,4.69E-11,1.91E-153,3.55E-07,5.98E-28,1.21E-52
260,1.52E-104,5.76E-77,6.18E-55,2.08E-155,1.82E-16,2.27E-76,1.39E-28,3.18E-06,2.91E-62,7.30E-63,4.75E-19,4.71E-07,7.29E-19,8.44E-28,5.53E-15,4.99E-39,2.73E-11,5.85E-155,2.93E-07,1.43E-27,5.16E-52
261,4.80E-106,6.92E-77,3.25E-54,2.38E-154,1.73E-16,1.00E-75,4.72E-29,3.24E-06,2.02E-61,4.88E-64,2.81E-19,4.84E-07,3.33E-19,8.46E-28,7.83E-15,1.61E-39,1.68E-11,1.77E-156,2.42E-07,8.99E-28,1.98E-51
262,1.46E-107,8.50E-77,1.80E-53,6.87E-156,1.68E-16,4.54E-75,1.59E-29,3.23E-06,2.33E-61,3.16E-65,2.65E-19,4.42E-07,2.43E-19,9.54E-28,1.13E-14,5.32E-40,1.11E-11,5.30E-158,1.98E-07,4.92E-28,6.62E-51
263,4.30E-109,1.07E-76,7.95E-53,6.68E-155,2.75E-16,2.58E-74,5.27E-30,3.27E-06,1.12E-60,1.99E-66,3.02E-19,3.94E-07,1.14E-19,1.16E-27,1.64E-14,2.11E-40,6.70E-12,1.57E-159,1.62E-07,2.68E-28,1.94E-50
264,1.22E-110,1.37E-76,2.57E-52,9.44E-153,4.59E-16,1.32E-73,1.73E-30,3.29E-06,7.95E-60,1.21E-67,2.44E-19,3.61E-07,4.59E-20,1.53E-27,2.44E-14,4.63E-41,4.24E-12,4.60E-161,1.32E-07,1.46E-28,5.85E-50
265,3.36E-112,1.80E-76,1.49E-51,1.56E-150,4.37E-16,2.97E-73,5.60E-31,3.36E-06,1.79E-59,2.68E-67,2.69E-19,3.32E-07,2.68E-20,2.24E-27,3.67E-14,1.00E-41,2.56E-12,1.33E-162,1.07E-07,7.92E-29,2.89E-49
266,8.91E-114,6.03E-77,5.17E-51,1.05E-152,5.30E-16,1.46E-72,1.79E-31,3.45E-06,1.07E-58,1.35E-66,1.80E-19,3.04E-07,3.01E-20,4.43E-27,5.44E-14,2.23E-42,1.33E-12,3.81E-164,8.60E-08,4.29E-29,1.75E-48
267,2.29E-115,1.92E-77,3.70E-50,2.86E-153,7.83E-16,1.29E-71,5.69E-32,3.55E-06,5.91E-58,7.22E-66,1.34E-19,3.01E-07,2.39E-20,9.68E-27,8.31E-14,5.41E-43,7.65E-13,1.08E-165,6.90E-08,2.32E-29,1.04E-47
268,5.66E-117,6.08E-78,2.99E-49,7.35E-151,1.31E-15,9.48E-71,1.84E-32,3.65E-06,7.90E-57,4.06E-65,7.49E-20,2.90E-07,1.12E-20,2.21E-26,1.30E-13,1.31E-43,4.17E-13,3.03E-167,5.51E-08,1.25E-29,5.60E-47
269,1.35E-118,1.93E-78,1.97E-48,2.16E-148,2.20E-15,9.30E-70,5.95E-33,3.76E-06,3.16E-56,2.42E-64,5.53E-20,3.16E-07,6.13E-21,5.13E-26,2.05E-13,2.82E-44,2.29E-13,8.38E-169,4.38E-08,6.72E-30,4.08E-46
